location,date,New_Cases,New_Deaths,Reproduction_Rate,ICU_Patients,Hosp_Patients,Positive_Rate,People_Vaccinated,People_Fully_Vaccinated,Total_Boosters,Population,Population_Density,Extreme_Poverty
Switzerland,2021,880319.0,4451.0,404.83,67756.0,311230.0,27.761,1258628479.0,1085391378.0,49497101.0,3181155310.0,78198.69499999999,0.0
Switzerland,2022,2174694.0,1400.0,98.08,17294.0,158582.0,37.054,539168010.0,528966577.0,301522855.0,810540942.0,19924.599,0.0
Taiwan,2020,801.0,7.0,209.98,0.0,0.0,1.7619,0.0,0.0,0.0,8373107808.0,0.0,0.0
Taiwan,2021,16230.0,843.0,379.2,0.0,0.0,1.3825,1970047121.0,839462022.0,1414990.0,8707077920.0,0.0,0.0
Taiwan,2022,7284.0,3.0,102.8,0.0,0.0,0.271,1267465863.0,1163882425.0,497292060.0,2218515744.0,0.0,0.0
Tajikistan,2020,13665.0,90.0,248.21,0.0,0.0,0.0,0.0,0.0,0.0,2388658125.0,15748.845000000001,1176.0
Tajikistan,2021,3828.0,35.0,102.9,0.0,0.0,0.0,63758633.0,35904094.0,0.0,3558613125.0,23462.565000000002,1752.0
Tajikistan,2022,293.0,0.0,21.05,0.0,0.0,0.0,32455025.0,30882376.0,742357.0,906715125.0,5978.133000000001,446.4
Thailand,2020,6898.0,61.0,293.49,0.0,0.0,1.6772,0.0,0.0,0.0,25392156372.0,49052.916000000005,36.300000000000004
Thailand,2021,2216551.0,21639.0,391.94,0.0,0.0,42.9253,5511468598.0,3709940465.0,317000745.0,25532058060.0,49323.18,36.5
Thailand,2022,1513052.0,3814.0,104.97,0.0,0.0,12.7174,4951411789.0,4555854020.0,1621074479.0,6505428492.0,12567.276,9.3
Timor,2020,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383004375.0,24845.16,8635.5
Timor,2021,19793.0,122.0,296.23,0.0,0.0,12.6976,11443011.0,6234931.0,0.0,490514375.0,31819.24,11059.5
Timor,2022,3000.0,8.0,84.21,0.0,0.0,7.7063,7443003.0,6215325.0,18122.0,124980375.0,8107.368,2817.9
Tonga,2021,1.0,0.0,0.0,0.0,0.0,0.0,791795.0,476539.0,0.0,27330304.0,38407.168,0.0
Tonga,2022,7126.0,9.0,63.24,0.0,0.0,0.0,374624.0,331134.0,0.0,9928587.0,13952.604,0.0
Turkey,2020,1385427.0,20881.0,333.29,0.0,0.0,12.3659,0.0,0.0,0.0,25172649856.0,31054.544,59.2
Turkey,2021,7273898.0,61480.0,368.03000000000003,0.0,0.0,27.2105,11072952875.0,8488239019.0,1877857222.0,31040598640.0,38293.61,73.0
Turkey,2022,5412181.0,15796.0,86.19,0.0,0.0,13.2507,5176674340.0,4729754315.0,2968891791.0,7908974448.0,9757.002,18.6
Tuvalu,2021,0.0,0.0,0.0,0.0,0.0,0.0,34166.0,17362.0,0.0,2134575.0,66778.993,590.6999999999999
United Kingdom,2020,2491790.0,73569.0,363.28000000000003,249944.0,2501264.0,14.0061,0.0,0.0,0.0,22917590304.0,91693.728,67.2
United Kingdom,2021,5298304.0,63055.0,274.37,313674.0,2607998.0,7.0602,9037648379.0,5563208517.0,0.0,18552335008.0,74228.25600000001,54.400000000000006
United Kingdom,2022,729341.0,2137.0,20.85,6819.0,275851.0,1.0649,946655646.0,881080558.0,685969470.0,1500556508.0,6003.756,4.4
United States,2020,20191905.0,351755.0,378.25,2441879.0,9388732.0,28.727,40066051.0,325770.0,0.0,114855700530.0,12284.759999999998,414.0
United States,2021,16297645.0,268064.0,222.95,2609163.0,10476458.0,12.881,26896338513.0,20790214616.0,0.0,74572976576.0,7976.191999999999,268.8
United States,2022,192746.0,4617.0,2.62,11631.0,64509.0,0.022,1533229529.0,1306004219.0,586068491.0,2330405518.0,249.25599999999997,8.4
United States Virgin Islands,2020,0.0,0.0,0.0,0.0,0.0,12.397,0.0,0.0,0.0,29493694.0,86733.84000000001,0.0
United States Virgin Islands,2021,0.0,0.0,0.0,0.0,0.0,28.313,0.0,0.0,0.0,38039570.0,111865.20000000001,0.0
United States Virgin Islands,2022,0.0,0.0,0.0,0.0,0.0,14.013,0.0,0.0,0.0,9379620.0,27583.2,0.0
Vanuatu,2020,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16352128.0,1178.424,686.4
Vanuatu,2021,6.0,1.0,0.0,0.0,0.0,0.0,1061190.0,413176.0,0.0,114779360.0,8271.63,4818.0
Vanuatu,2022,4230.0,1.0,44.62,0.0,0.0,0.0132,444602.0,306509.0,0.0,29245152.0,2107.566,1227.6
Venezuela,2020,113558.0,1034.0,307.93,0.0,0.0,0.0,0.0,0.0,0.0,8410549471.0,10622.129,0.0
Venezuela,2021,331077.0,4300.0,374.27,0.0,0.0,0.0,98720007.0,57693835.0,0.0,10477305655.0,13232.345,0.0
Venezuela,2022,76208.0,358.0,85.88,0.0,0.0,0.0,153360536.0,99244658.0,1264466.0,2669560071.0,3371.529,0.0
Vietnam,2020,1465.0,36.0,220.2,0.0,0.0,0.0,0.0,0.0,0.0,33770077176.0,105995.68800000001,688.0
Vietnam,2021,1729792.0,32359.0,422.57,0.0,0.0,4.2461,5730472835.0,715796809.0,0.0,35831622585.0,112466.35500000001,730.0
Vietnam,2022,8087071.0,10390.0,106.77,0.0,0.0,25.1522,3163471590.0,1996864964.0,1078754003.0,9129701097.0,28655.811,186.0
