Region,Quarter,Country,New_Cases,New_Deaths,ICU_Patients,Hosp_Patients,People_Fully_Vaccinated,Extreme_Poverty
APJ,FY22Q4,China,8854.0,0.0,0.0,0.0,17512430000.0,63.699999999999996
APJ,FY22Q4,Cook Islands,1.0,0.0,0.0,0.0,49464.0,0.0
APJ,FY22Q4,Fiji,10232.0,124.0,0.0,0.0,7108345.0,127.39999999999999
APJ,FY22Q4,Hong Kong,1563.0,0.0,0.0,0.0,417933042.0,0.0
APJ,FY22Q4,India,6597771.0,35458.0,0.0,0.0,46798372949.0,1929.2
APJ,FY22Q4,Indonesia,75960.0,907.0,0.0,0.0,9306988548.0,518.7
APJ,FY22Q4,Japan,792973.0,442.0,3113.0,42799.0,4865617635.0,0.0
APJ,FY22Q4,Kiribati,199.0,0.0,0.0,0.0,116486.0,0.0
APJ,FY22Q4,Laos,93953.0,477.0,0.0,0.0,10577311.0,2065.7
APJ,FY22Q4,Maldives,43112.0,31.0,0.0,0.0,21170660.0,0.0
APJ,FY22Q4,Mongolia,266230.0,382.0,0.0,0.0,151049718.0,45.5
APJ,FY22Q4,Myanmar,36303.0,666.0,0.0,0.0,139822595.0,582.4
APJ,FY22Q4,Nauru,0.0,0.0,0.0,0.0,7364.0,0.0
APJ,FY22Q4,Nepal,132177.0,309.0,0.0,0.0,104482288.0,1365.0
APJ,FY22Q4,New Zealand,9861.0,24.0,0.0,0.0,335157337.0,0.0
APJ,FY22Q4,Pakistan,137688.0,780.0,0.0,0.0,3296385387.0,364.0
APJ,FY22Q4,Palau,1385.0,0.0,0.0,0.0,0.0,0.0
APJ,FY22Q4,Papua New Guinea,7758.0,230.0,0.0,0.0,1723335.0,0.0
APJ,FY22Q4,Philippines,731559.0,11180.0,0.0,0.0,1794673314.0,0.0
APJ,FY22Q4,Samoa,26.0,0.0,0.0,0.0,975243.0,0.0
APJ,FY22Q4,Singapore,146526.0,473.0,3368.0,70203.0,417168180.0,0.0
APJ,FY22Q4,Solomon Islands,881.0,5.0,0.0,0.0,430960.0,2284.1
APJ,FY22Q4,South Korea,448483.0,3882.0,63287.0,0.0,3802517501.0,18.2
APJ,FY22Q4,Sri Lanka,68649.0,1680.0,0.0,0.0,1115722961.0,63.699999999999996
APJ,FY22Q4,Taiwan,2235.0,4.0,0.0,0.0,995337887.0,0.0
APJ,FY22Q4,Thailand,530149.0,3056.0,0.0,0.0,3786964595.0,9.1
APJ,FY22Q4,Timor,107.0,0.0,0.0,0.0,4918112.0,2757.3
APJ,FY22Q4,Tonga,0.0,0.0,0.0,0.0,460172.0,0.0
APJ,FY22Q4,Vanuatu,1.0,0.0,0.0,0.0,356483.0,1201.2
APJ,FY22Q4,Vietnam,1307761.0,15466.0,0.0,0.0,249992716.0,182.0
APJ,FY23Q1,Afghanistan,16264.0,254.0,0.0,0.0,32851137.0,0.0
APJ,FY23Q1,Australia,174474.0,235.0,595.0,7631.0,82721461.0,2.5
APJ,FY23Q1,Bangladesh,188403.0,810.0,0.0,0.0,1848978601.0,828.8000000000001
APJ,FY23Q1,Bhutan,19886.0,5.0,0.0,0.0,3440956.0,84.0
APJ,FY23Q1,Brunei,113544.0,102.0,0.0,0.0,1617642.0,0.0
APJ,FY23Q1,Cambodia,14156.0,39.0,0.0,0.0,650241573.0,0.0
APJ,FY23Q1,China,36052.0,2.0,0.0,0.0,8654283000.0,39.199999999999996
APJ,FY23Q1,Cook Islands,1255.0,0.0,0.0,0.0,79615.0,0.0
APJ,FY23Q1,Fiji,2003.0,36.0,0.0,0.0,4956616.0,78.39999999999999
APJ,FY23Q1,Hong Kong,1097724.0,6749.0,0.0,0.0,262213516.0,0.0
APJ,FY23Q1,India,2159791.0,27657.0,0.0,0.0,43541244333.0,1187.2
APJ,FY23Q1,Indonesia,1667655.0,10075.0,0.0,0.0,7822985622.0,319.2
APJ,FY23Q1,Japan,3771090.0,8922.0,12820.0,179295.0,3506570965.0,0.0
APJ,FY23Q1,Kiribati,2865.0,13.0,0.0,0.0,151776.0,0.0
APJ,FY23Q1,Laos,31397.0,117.0,0.0,0.0,73833375.0,1271.2
APJ,FY23Q1,Malaysia,46155.0,117.0,0.0,0.0,51590069.0,0.2
APJ,FY23Q1,Maldives,44059.0,23.0,0.0,0.0,12233507.0,0.0
APJ,FY23Q1,Mongolia,89979.0,73.0,0.0,0.0,71694142.0,28.0
APJ,FY23Q1,Myanmar,75585.0,118.0,0.0,0.0,270013640.0,358.40000000000003
APJ,FY23Q1,Nauru,0.0,0.0,0.0,0.0,7674.0,0.0
APJ,FY23Q1,Nepal,34235.0,254.0,0.0,0.0,520071819.0,840.0
APJ,FY23Q1,New Zealand,571321.0,165.0,0.0,0.0,213960399.0,0.0
APJ,FY23Q1,Pakistan,113557.0,1121.0,0.0,0.0,1953230682.0,224.0
APJ,FY23Q1,Palau,2594.0,6.0,0.0,0.0,0.0,0.0
APJ,FY23Q1,Papua New Guinea,6210.0,43.0,0.0,0.0,1688282.0,0.0
APJ,FY23Q1,Philippines,165082.0,5030.0,0.0,0.0,808061134.0,0.0
APJ,FY23Q1,Samoa,767.0,0.0,0.0,0.0,391170.0,0.0
APJ,FY23Q1,Singapore,722098.0,386.0,1113.0,68981.0,252498896.0,0.0
APJ,FY23Q1,Solomon Islands,9528.0,124.0,0.0,0.0,551471.0,1405.6000000000001
APJ,FY23Q1,South Korea,10686589.0,7905.0,36224.0,0.0,2482185263.0,11.200000000000001
APJ,FY23Q1,Sri Lanka,52568.0,1066.0,0.0,0.0,678414868.0,39.199999999999996
APJ,FY23Q1,Taiwan,3829.0,2.0,0.0,0.0,735006030.0,0.0
APJ,FY23Q1,Thailand,1079174.0,2589.0,0.0,0.0,2772838874.0,5.6000000000000005
APJ,FY23Q1,Timor,2928.0,8.0,0.0,0.0,3421569.0,1696.8
APJ,FY23Q1,Tonga,4871.0,2.0,0.0,0.0,139375.0,0.0
APJ,FY23Q1,Vanuatu,1956.0,0.0,0.0,0.0,237221.0,739.1999999999999
APJ,FY23Q1,Vietnam,6543115.0,4948.0,0.0,0.0,2080130721.0,112.0
EMEA,FY21Q1,Armenia,2148.0,33.0,0.0,0.0,0.0,160.20000000000002
EMEA,FY21Q1,Austria,15531.0,589.0,6377.0,26624.0,0.0,46.9
EMEA,FY21Q1,Belarus,14917.0,93.0,0.0,0.0,0.0,0.0
EMEA,FY21Q1,Belgium,49032.0,7703.0,41994.0,190733.0,0.0,17.6
EMEA,FY21Q1,Czechia,7737.0,240.0,3136.0,13450.0,0.0,0.0
EMEA,FY21Q1,Denmark,9311.0,460.0,4226.0,10822.0,0.0,18.0
EMEA,FY21Q1,Finland,5422.0,260.0,2376.0,7218.0,0.0,0.0
EMEA,FY21Q1,France,193044.0,24566.0,219742.0,1072256.0,0.0,0.0
EMEA,FY21Q1,Germany,164077.0,6767.0,89323.0,0.0,0.0,0.0
EMEA,FY21Q1,Greece,2612.0,140.0,0.0,0.0,0.0,103.5
EMEA,FY21Q1,Hungary,2863.0,323.0,0.0,29915.0,0.0,30.0
EMEA,FY21Q1,Ireland,20833.0,1265.0,4592.0,28991.0,0.0,12.600000000000001
EMEA,FY21Q1,Italy,207428.0,28236.0,152719.0,1334241.0,0.0,184.0
EMEA,FY21Q1,Kazakhstan,3597.0,25.0,0.0,0.0,0.0,5.0
EMEA,FY21Q1,Kyrgyzstan,756.0,8.0,0.0,0.0,0.0,62.99999999999999
EMEA,FY21Q1,Luxembourg,3802.0,94.0,1056.0,6442.0,0.0,13.600000000000001
EMEA,FY21Q1,Moldova,3980.0,122.0,0.0,0.0,0.0,11.0
EMEA,FY21Q1,Netherlands,40312.0,4906.0,47148.0,107551.0,0.0,0.0
EMEA,FY21Q1,Norway,7783.0,210.0,0.0,9373.0,0.0,13.4
EMEA,FY21Q1,Poland,13105.0,651.0,0.0,50357.0,0.0,0.0
EMEA,FY21Q1,Portugal,25351.0,1007.0,7765.0,39318.0,0.0,31.0
EMEA,FY21Q1,Russia,114431.0,1169.0,0.0,0.0,0.0,9.200000000000001
EMEA,FY21Q1,Slovakia,1403.0,23.0,233.0,1996.0,0.0,39.9
EMEA,FY21Q1,South Africa,5951.0,116.0,0.0,0.0,0.0,1606.4999999999998
EMEA,FY21Q1,Spain,225250.0,24543.0,0.0,0.0,0.0,91.0
EMEA,FY21Q1,Sweden,22133.0,2885.0,16938.0,73121.0,0.0,45.5
EMEA,FY21Q1,Switzerland,29705.0,1679.0,11643.0,39452.0,0.0,0.0
EMEA,FY21Q1,Tajikistan,15.0,0.0,0.0,0.0,0.0,4.8
EMEA,FY21Q1,Turkey,122392.0,3258.0,0.0,0.0,0.0,10.4
EMEA,FY21Q1,United Kingdom,182807.0,27417.0,83981.0,618827.0,0.0,18.400000000000002
EMEA,FY21Q2,Armenia,36402.0,705.0,0.0,0.0,0.0,163.8
EMEA,FY21Q2,Austria,5599.0,130.0,2478.0,12060.0,0.0,63.699999999999996
EMEA,FY21Q2,Belarus,52891.0,466.0,0.0,0.0,0.0,0.0
EMEA,FY21Q2,Belgium,19719.0,2138.0,14613.0,72660.0,0.0,18.2
EMEA,FY21Q2,Czechia,8837.0,152.0,1501.0,8714.0,0.0,0.0
EMEA,FY21Q2,Denmark,4478.0,161.0,1494.0,6199.0,0.0,18.2
EMEA,FY21Q2,Finland,2045.0,52.0,997.0,4799.0,0.0,0.0
EMEA,FY21Q2,France,62562.0,6013.0,105777.0,1122920.0,0.0,0.0
EMEA,FY21Q2,Germany,46322.0,2412.0,60069.0,0.0,0.0,0.0
EMEA,FY21Q2,Greece,1865.0,66.0,0.0,0.0,0.0,136.5
EMEA,FY21Q2,Hungary,1642.0,273.0,0.0,30167.0,0.0,45.5
EMEA,FY21Q2,Ireland,5232.0,507.0,2748.0,15671.0,0.0,18.2
EMEA,FY21Q2,Italy,40257.0,6936.0,33797.0,498464.0,0.0,182.0
EMEA,FY21Q2,Kazakhstan,86770.0,768.0,0.0,0.0,0.0,9.1
EMEA,FY21Q2,Kyrgyzstan,35049.0,1370.0,0.0,0.0,0.0,127.39999999999999
EMEA,FY21Q2,Luxembourg,2893.0,22.0,512.0,3560.0,0.0,18.2
EMEA,FY21Q2,Moldova,20753.0,656.0,0.0,0.0,0.0,18.2
EMEA,FY21Q2,Netherlands,14548.0,1279.0,14403.0,41048.0,0.0,0.0
EMEA,FY21Q2,Norway,1457.0,45.0,0.0,2242.0,0.0,18.2
EMEA,FY21Q2,Poland,32583.0,1065.0,0.0,181226.0,0.0,0.0
EMEA,FY21Q2,Portugal,25882.0,728.0,7027.0,47149.0,0.0,45.5
EMEA,FY21Q2,Russia,724030.0,12770.0,0.0,0.0,0.0,9.1
EMEA,FY21Q2,Slovakia,889.0,6.0,192.0,1234.0,0.0,63.699999999999996
EMEA,FY21Q2,South Africa,487232.0,7889.0,0.0,0.0,0.0,1719.8999999999999
EMEA,FY21Q2,Spain,73678.0,4641.0,0.0,0.0,0.0,91.0
EMEA,FY21Q2,Sweden,54943.0,3090.0,21751.0,110211.0,0.0,45.5
EMEA,FY21Q2,Switzerland,5527.0,148.0,3745.0,14099.0,0.0,0.0
EMEA,FY21Q2,Tajikistan,7351.0,60.0,0.0,0.0,0.0,436.8
EMEA,FY21Q2,Turkey,108481.0,2433.0,0.0,0.0,0.0,18.2
EMEA,FY21Q2,United Kingdom,120957.0,13819.0,54699.0,528226.0,0.0,18.2
EMEA,FY21Q3,Armenia,48882.0,562.0,0.0,0.0,0.0,163.8
EMEA,FY21Q3,Austria,78446.0,365.0,6536.0,37607.0,0.0,63.699999999999996
EMEA,FY21Q3,Belarus,29691.0,418.0,0.0,0.0,0.0,0.0
EMEA,FY21Q3,Belgium,343563.0,1728.0,18347.0,101039.0,0.0,18.2
EMEA,FY21Q3,Czechia,307099.0,2700.0,20542.0,127913.0,0.0,0.0
EMEA,FY21Q3,Denmark,31436.0,104.0,809.0,5862.0,0.0,18.2
EMEA,FY21Q3,Finland,8757.0,37.0,139.0,961.0,0.0,0.0
EMEA,FY21Q3,France,1144837.0,6349.0,93573.0,660493.0,0.0,0.0
EMEA,FY21Q3,Germany,307337.0,1244.0,40034.0,0.0,0.0,0.0
EMEA,FY21Q3,Greece,32719.0,414.0,0.0,0.0,0.0,136.5
EMEA,FY21Q3,Hungary,66908.0,1103.0,0.0,63594.0,0.0,45.5
EMEA,FY21Q3,Ireland,34994.0,150.0,1480.0,9981.0,0.0,18.2
EMEA,FY21Q3,Italy,400137.0,3180.0,30140.0,349083.0,0.0,182.0
EMEA,FY21Q3,Kazakhstan,58699.0,1426.0,0.0,0.0,0.0,9.1
EMEA,FY21Q3,Kyrgyzstan,22589.0,207.0,0.0,0.0,0.0,127.39999999999999
EMEA,FY21Q3,Luxembourg,11787.0,38.0,366.0,3719.0,0.0,18.2
EMEA,FY21Q3,Moldova,50468.0,988.0,0.0,0.0,0.0,18.2
EMEA,FY21Q3,Netherlands,297140.0,1205.0,13307.0,47047.0,0.0,0.0
EMEA,FY21Q3,Norway,10822.0,27.0,0.0,1426.0,0.0,18.2
EMEA,FY21Q3,Poland,295146.0,3635.0,0.0,343052.0,0.0,0.0
EMEA,FY21Q3,Portugal,86200.0,733.0,8003.0,58664.0,0.0,45.5
EMEA,FY21Q3,Russia,749972.0,13523.0,0.0,0.0,0.0,9.1
EMEA,FY21Q3,Slovakia,54466.0,183.0,3542.0,31794.0,0.0,63.699999999999996
EMEA,FY21Q3,South Africa,230499.0,11225.0,0.0,0.0,0.0,1719.8999999999999
EMEA,FY21Q3,Spain,897156.0,7435.0,110593.0,702175.0,0.0,91.0
EMEA,FY21Q3,Sweden,47279.0,215.0,2278.0,18671.0,0.0,45.5
EMEA,FY21Q3,Switzerland,119019.0,497.0,4713.0,27041.0,0.0,0.0
EMEA,FY21Q3,Tajikistan,3573.0,22.0,0.0,0.0,0.0,436.8
EMEA,FY21Q3,Turkey,142281.0,4486.0,0.0,0.0,0.0,18.2
EMEA,FY21Q3,United Kingdom,686813.0,5041.0,25158.0,266655.0,0.0,18.2
EMEA,FY21Q4,Armenia,79296.0,1769.0,0.0,0.0,0.0,163.8
EMEA,FY21Q4,Austria,304975.0,6344.0,42737.0,270527.0,0.0,60.9
EMEA,FY21Q4,Belarus,147219.0,721.0,0.0,0.0,0.0,0.0
EMEA,FY21Q4,Belgium,227420.0,7782.0,57055.0,266166.0,0.0,11.8
EMEA,FY21Q4,Czechia,648969.0,12994.0,87440.0,545375.0,187255.0,0.0
EMEA,FY21Q4,Denmark,110601.0,485.0,3092.0,21749.0,12.0,12.0
EMEA,FY21Q4,Finland,28709.0,350.0,1222.0,8748.0,4967.0,0.0
EMEA,FY21Q4,France,1868948.0,39092.0,305215.0,2450431.0,93123.0,0.0
EMEA,FY21Q4,Germany,1689657.0,45895.0,396770.0,0.0,3239263.0,0.0
EMEA,FY21Q4,Greece,118482.0,5144.0,0.0,0.0,106760.0,136.5
EMEA,FY21Q4,Hungary,293496.0,10675.0,0.0,561852.0,182946.0,45.5
EMEA,FY21Q4,Ireland,25070.0,298.0,1923.0,14824.0,0.0,11.600000000000001
EMEA,FY21Q4,Italy,1507772.0,37011.0,199669.0,2023426.0,0.0,130.0
EMEA,FY21Q4,Kazakhstan,84090.0,816.0,0.0,0.0,0.0,9.1
EMEA,FY21Q4,Kyrgyzstan,25983.0,267.0,0.0,0.0,0.0,127.39999999999999
EMEA,FY21Q4,Luxembourg,31730.0,397.0,2988.0,14732.0,3731.0,16.6
EMEA,FY21Q4,Moldova,83659.0,1658.0,0.0,0.0,0.0,18.2
EMEA,FY21Q4,Netherlands,624622.0,6532.0,54496.0,147447.0,0.0,0.0
EMEA,FY21Q4,Norway,42513.0,282.0,0.0,11307.0,72401.0,18.2
EMEA,FY21Q4,Poland,1161976.0,31429.0,0.0,1636472.0,943368.0,0.0
EMEA,FY21Q4,Portugal,408810.0,6752.0,37726.0,249258.0,0.0,38.5
EMEA,FY21Q4,Russia,2183081.0,43592.0,0.0,0.0,0.0,9.1
EMEA,FY21Q4,Slovakia,357697.0,4123.0,17817.0,177082.0,0.0,62.3
EMEA,FY21Q4,South Africa,720257.0,24403.0,0.0,0.0,0.0,1719.8999999999999
EMEA,FY21Q4,Spain,1104604.0,17949.0,210818.0,1079525.0,88698.0,82.0
EMEA,FY21Q4,Sweden,442602.0,5653.0,22948.0,193441.0,9187.0,45.5
EMEA,FY21Q4,Switzerland,367069.0,7156.0,39367.0,249076.0,74419.0,0.0
EMEA,FY21Q4,Tajikistan,2775.0,9.0,0.0,0.0,0.0,436.8
EMEA,FY21Q4,Turkey,1267651.0,15559.0,0.0,0.0,0.0,18.2
EMEA,FY21Q4,United Kingdom,2030045.0,34663.0,110142.0,1364153.0,0.0,14.200000000000001
EMEA,FY22Q1,Armenia,49336.0,1039.0,0.0,0.0,0.0,163.8
EMEA,FY22Q1,Austria,174191.0,2154.0,31645.0,139784.0,0.0,54.599999999999994
EMEA,FY22Q1,Belarus,114020.0,844.0,0.0,0.0,146700.0,0.0
EMEA,FY22Q1,Belgium,0.0,0.0,557.0,2160.0,478908.0,0.2
EMEA,FY22Q1,Czechia,660330.0,13195.0,121794.0,600309.0,39714751.0,0.0
EMEA,FY22Q1,Denmark,4145.0,1.0,388.0,2056.0,2733815.0,1.8
EMEA,FY22Q1,Finland,42198.0,233.0,2340.0,12642.0,1145982.0,0.0
EMEA,FY22Q1,France,2463992.0,28895.0,404606.0,2507386.0,226020306.0,0.0
EMEA,FY22Q1,Germany,1197972.0,26811.0,339619.0,0.0,302763008.0,0.0
EMEA,FY22Q1,Greece,189355.0,4617.0,0.0,0.0,35980511.0,136.5
EMEA,FY22Q1,Hungary,414439.0,15166.0,0.0,696663.0,53619755.0,45.5
EMEA,FY22Q1,Ireland,5182.0,13.0,856.0,3920.0,1996917.0,2.0
EMEA,FY22Q1,Kazakhstan,142383.0,3526.0,0.0,0.0,1224798.0,9.1
EMEA,FY22Q1,Kyrgyzstan,10898.0,195.0,0.0,0.0,858.0,127.39999999999999
EMEA,FY22Q1,Luxembourg,3530.0,19.0,1095.0,4279.0,213190.0,8.200000000000001
EMEA,FY22Q1,Moldova,91977.0,2388.0,0.0,0.0,144410.0,18.2
EMEA,FY22Q1,Netherlands,527715.0,3276.0,58555.0,140073.0,6470091.0,0.0
EMEA,FY22Q1,Norway,50395.0,192.0,0.0,16278.0,20140173.0,18.2
EMEA,FY22Q1,Poland,1289332.0,30722.0,0.0,1971606.0,102301858.0,0.0
EMEA,FY22Q1,Portugal,656.0,0.0,180.0,689.0,1751234.0,1.0
EMEA,FY22Q1,Russia,979241.0,37236.0,0.0,0.0,215861877.0,9.1
EMEA,FY22Q1,Slovakia,271482.0,6204.0,36646.0,228373.0,0.0,54.599999999999994
EMEA,FY22Q1,South Africa,137271.0,10717.0,0.0,0.0,7640881.0,1719.8999999999999
EMEA,FY22Q1,Spain,84059.0,2978.0,105962.0,387198.0,17019606.0,37.0
EMEA,FY22Q1,Sweden,406647.0,2457.0,26431.0,154256.0,4945136.0,45.5
EMEA,FY22Q1,Switzerland,138654.0,1162.0,18641.0,91203.0,39867747.0,0.0
EMEA,FY22Q1,Tajikistan,0.0,0.0,0.0,0.0,0.0,436.8
EMEA,FY22Q1,Turkey,2356561.0,14395.0,0.0,0.0,370179980.0,18.2
EMEA,FY22Q1,United Kingdom,0.0,60.0,405.0,2793.0,6991310.0,0.2
EMEA,FY22Q2,Armenia,13803.0,500.0,0.0,0.0,139013.0,163.8
EMEA,FY22Q2,Austria,34840.0,466.0,12002.0,37428.0,9162884.0,56.0
EMEA,FY22Q2,Belarus,86310.0,903.0,0.0,0.0,3001751.0,0.0
EMEA,FY22Q2,Belgium,5133.0,0.0,1606.0,4235.0,75159598.0,3.0
EMEA,FY22Q2,Czechia,42671.0,1097.0,11156.0,52146.0,231470497.0,0.0
EMEA,FY22Q2,Denmark,33040.0,0.0,973.0,4470.0,81762035.0,9.4
EMEA,FY22Q2,Finland,19631.0,73.0,833.0,4310.0,10615593.0,0.0
EMEA,FY22Q2,France,836645.0,7334.0,219119.0,1277319.0,1564589863.0,0.0
EMEA,FY22Q2,Germany,369553.0,8654.0,171883.0,0.0,2156128888.0,0.0
EMEA,FY22Q2,Greece,145519.0,2567.0,0.0,0.0,261862435.0,136.5
EMEA,FY22Q2,Hungary,30143.0,2486.0,0.0,95911.0,252501197.0,45.5
EMEA,FY22Q2,Ireland,41844.0,13.0,1966.0,6036.0,116256440.0,15.200000000000001
EMEA,FY22Q2,Kazakhstan,317305.0,2516.0,0.0,0.0,139199485.0,9.1
EMEA,FY22Q2,Kyrgyzstan,66698.0,707.0,0.0,0.0,585851.0,127.39999999999999
EMEA,FY22Q2,Luxembourg,6665.0,26.0,873.0,2607.0,0.0,18.2
EMEA,FY22Q2,Moldova,8519.0,443.0,0.0,0.0,14181511.0,18.2
EMEA,FY22Q2,Netherlands,363944.0,680.0,31341.0,62717.0,60100787.0,0.0
EMEA,FY22Q2,Norway,24501.0,44.0,0.0,4886.0,113229442.0,18.2
EMEA,FY22Q2,Poland,90644.0,7757.0,0.0,468570.0,825680400.0,0.0
EMEA,FY22Q2,Portugal,29423.0,50.0,1860.0,8093.0,20535717.0,10.0
EMEA,FY22Q2,Russia,1411230.0,46890.0,0.0,0.0,1348842080.0,9.1
EMEA,FY22Q2,Slovakia,19738.0,744.0,7454.0,27978.0,11067066.0,58.8
EMEA,FY22Q2,South Africa,853826.0,17329.0,0.0,0.0,30336348.0,1719.8999999999999
EMEA,FY22Q2,Spain,169732.0,491.0,49460.0,156304.0,191926231.0,40.0
EMEA,FY22Q2,Sweden,126436.0,611.0,13431.0,61322.0,30417077.0,45.5
EMEA,FY22Q2,Switzerland,57691.0,240.0,9102.0,34608.0,238018102.0,0.0
EMEA,FY22Q2,Tajikistan,1690.0,31.0,0.0,0.0,322211.0,436.8
EMEA,FY22Q2,Turkey,884122.0,11122.0,0.0,0.0,1359375669.0,18.2
EMEA,FY22Q2,United Kingdom,3099.0,7.0,260.0,1833.0,46943737.0,0.4
EMEA,FY22Q3,Armenia,74679.0,1624.0,0.0,0.0,1442991.0,163.8
EMEA,FY22Q3,Austria,133420.0,504.0,12408.0,50260.0,5094075.0,55.3
EMEA,FY22Q3,Belarus,151143.0,1151.0,0.0,0.0,19048703.0,0.0
EMEA,FY22Q3,Belgium,1741.0,0.0,4998.0,17736.0,219254779.0,5.4
EMEA,FY22Q3,Czechia,79753.0,357.0,5053.0,25699.0,523528839.0,0.0
EMEA,FY22Q3,Denmark,21886.0,0.0,455.0,2740.0,102023302.0,5.2
EMEA,FY22Q3,Finland,51602.0,235.0,2240.0,11402.0,39402007.0,0.0
EMEA,FY22Q3,France,1051575.0,5821.0,149278.0,786243.0,3757151329.0,0.0
EMEA,FY22Q3,Germany,816346.0,4038.0,104831.0,0.0,4680501949.0,0.0
EMEA,FY22Q3,Greece,244226.0,2908.0,0.0,0.0,535206871.0,136.5
EMEA,FY22Q3,Hungary,53928.0,703.0,0.0,40242.0,346204750.0,45.5
EMEA,FY22Q3,Ireland,124202.0,24.0,4789.0,25532.0,276687349.0,15.8
EMEA,FY22Q3,Kazakhstan,383712.0,8282.0,0.0,0.0,533667446.0,9.1
EMEA,FY22Q3,Kyrgyzstan,19132.0,355.0,0.0,0.0,44301951.0,127.39999999999999
EMEA,FY22Q3,Luxembourg,7813.0,21.0,638.0,2334.0,0.0,18.2
EMEA,FY22Q3,Moldova,76504.0,1410.0,0.0,0.0,24474497.0,18.2
EMEA,FY22Q3,Netherlands,260091.0,604.0,16960.0,39626.0,144436032.0,0.0
EMEA,FY22Q3,Norway,68384.0,101.0,0.0,5309.0,288877300.0,18.2
EMEA,FY22Q3,Poland,125508.0,1616.0,0.0,133762.0,1324730064.0,0.0
EMEA,FY22Q3,Portugal,32000.0,251.0,2750.0,14297.0,0.0,19.0
EMEA,FY22Q3,Russia,2136865.0,76751.0,0.0,0.0,2880464014.0,9.1
EMEA,FY22Q3,Slovakia,102093.0,405.0,7954.0,39209.0,20481266.0,60.9
EMEA,FY22Q3,South Africa,486553.0,17472.0,0.0,0.0,339613392.0,1719.8999999999999
EMEA,FY22Q3,Spain,88855.0,985.0,46166.0,157296.0,476960566.0,40.0
EMEA,FY22Q3,Sweden,71472.0,370.0,3300.0,21874.0,76933760.0,45.5
EMEA,FY22Q3,Switzerland,154893.0,454.0,15745.0,50581.0,447313364.0,0.0
EMEA,FY22Q3,Tajikistan,2082.0,3.0,0.0,0.0,17951610.0,436.8
EMEA,FY22Q3,Turkey,2281231.0,18954.0,0.0,0.0,3587361529.0,18.2
EMEA,FY22Q4,Armenia,57208.0,1805.0,0.0,0.0,7155144.0,163.8
EMEA,FY22Q4,Austria,814324.0,2285.0,32462.0,150612.0,6451287.0,55.3
EMEA,FY22Q4,Belarus,140108.0,1413.0,0.0,0.0,34421775.0,0.0
EMEA,FY22Q4,Belgium,0.0,0.0,16509.0,75712.0,271085813.0,6.2
EMEA,FY22Q4,Czechia,1171594.0,6440.0,57536.0,368067.0,590576811.0,0.0
EMEA,FY22Q4,Denmark,22559.0,0.0,243.0,1910.0,17839043.0,0.8
EMEA,FY22Q4,Finland,317067.0,702.0,4442.0,35100.0,56771493.0,0.0
EMEA,FY22Q4,France,11330334.0,12662.0,234088.0,1400657.0,4407039287.0,0.0
EMEA,FY22Q4,Germany,5071488.0,21969.0,327350.0,0.0,5301053173.0,0.0
EMEA,FY22Q4,Greece,1155518.0,7339.0,0.0,0.0,620447233.0,136.5
EMEA,FY22Q4,Hungary,644939.0,10500.0,0.0,432875.0,372222760.0,45.5
EMEA,FY22Q4,Ireland,629421.0,0.0,7679.0,49759.0,295932680.0,15.600000000000001
EMEA,FY22Q4,Kazakhstan,285335.0,1376.0,0.0,0.0,681428463.0,9.1
EMEA,FY22Q4,Kyrgyzstan,16332.0,201.0,0.0,0.0,44383444.0,127.39999999999999
EMEA,FY22Q4,Luxembourg,71752.0,105.0,1475.0,5716.0,0.0,18.2
EMEA,FY22Q4,Moldova,98689.0,2371.0,0.0,0.0,68665145.0,18.2
EMEA,FY22Q4,Netherlands,2125950.0,2882.0,40360.0,135117.0,157499090.0,0.0
EMEA,FY22Q4,Norway,530196.0,540.0,0.0,21209.0,353136265.0,18.2
EMEA,FY22Q4,Poland,1744406.0,28032.0,0.0,1528476.0,1640851829.0,0.0
EMEA,FY22Q4,Portugal,51697.0,245.0,2094.0,13217.0,0.0,13.5
EMEA,FY22Q4,Russia,3015857.0,90865.0,0.0,0.0,4531642908.0,9.1
EMEA,FY22Q4,Slovakia,569530.0,4204.0,35213.0,190981.0,0.0,54.599999999999994
EMEA,FY22Q4,South Africa,658113.0,5310.0,0.0,0.0,916010895.0,1719.8999999999999
EMEA,FY22Q4,Spain,1175156.0,1234.0,59496.0,320984.0,604033386.0,49.0
EMEA,FY22Q4,Sweden,898944.0,830.0,6181.0,61354.0,93589673.0,45.5
EMEA,FY22Q4,Switzerland,1258519.0,1491.0,20972.0,125124.0,524873537.0,0.0
EMEA,FY22Q4,Tajikistan,177.0,0.0,0.0,0.0,27680102.0,436.8
EMEA,FY22Q4,Turkey,3357749.0,16664.0,0.0,0.0,4576858246.0,18.2
EMEA,FY23Q1,Armenia,60669.0,572.0,0.0,0.0,4389650.0,100.8
EMEA,FY23Q1,Austria,1634326.0,1365.0,9194.0,112503.0,6588761.0,34.3
EMEA,FY23Q1,Belarus,220789.0,758.0,0.0,0.0,22843697.0,0.0
EMEA,FY23Q1,Belgium,24309.0,51.0,5183.0,52183.0,171834039.0,4.2
EMEA,FY23Q1,Czechia,860852.0,2382.0,15765.0,162913.0,382741835.0,0.0
EMEA,FY23Q1,Denmark,17353.0,82.0,42.0,2920.0,14205835.0,0.8
